n,tempo
2,0.0
4,0.0
8,0.0
16,0.0
32,0.0
64,0.0
128,0.0
256,0.0
512,0.0
1024,0.03125
2048,0.125
4096,0.609375
8192,2.546875
16384,10.78125
32768,57.421875
65536,531.640625
